No.,Study,MAG,Size_bp,Domain,Phylum,Class,Order,Family,Genus,Species,Completeness,Contamination
1443,UHGG,MGYG000000914,1959286,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp900015295,98.72,1.12
1444,UHGG,MGYG000000915,3503945,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium nigeriense,99.17,1.37
1445,UHGG,MGYG000000916,1647230,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii_A,88.23,0
1446,UHGG,MGYG000000918,2489541,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sutterella,s__Sutterella sp900545275,96.88,1.25
1447,UHGG,MGYG000000919,4175004,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Cellulosilyticaceae,g__Niameybacter,s__Niameybacter sp900551325,97.99,4.25
1448,UHGG,MGYG000000920,2473301,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger sp900548355,94.56,2.04
1449,UHGG,MGYG000000921,2037614,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Oscillibacter,s__Oscillibacter sp900546705,94.83,1.34
1450,UHGG,MGYG000000922,2901170,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__UMGS416,g__UMGS416,s__UMGS416 sp900542005,94.76,0
1451,UHGG,MGYG000000923,2732014,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola sp900552645,71.55,0
1452,UHGG,MGYG000000924,2081481,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__An172,s__An172 sp002160515,88.59,0.22
1453,UHGG,MGYG000000925,947873,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp003469205,61.29,0
1454,UHGG,MGYG000000926,1658618,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella sp900549845,83.95,0.6
1455,UHGG,MGYG000000927,1752526,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A sp900545025,97.01,1.2
1456,UHGG,MGYG000000928,1843164,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp003437035,85.72,2.42
1457,UHGG,MGYG000000929,1183274,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp000437855,80.82,0.35
1458,UHGG,MGYG000000930,1894829,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__CAG-536,s__CAG-536 sp900314505,96.23,2.59
1459,UHGG,MGYG000000931,1690546,d__Bacteria,p__Firmicutes,c__Bacilli,o__ML615J-28,f__CAG-313,g__UMGS75,s__UMGS75 sp900538885,98.67,0
1460,UHGG,MGYG000000932,1983140,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UMGS577,s__UMGS577 sp900543525,96.2,0.67
1461,UHGG,MGYG000000933,1540789,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__CAG-314,g__CAG-314,s__CAG-314 sp000437915,93.15,0
1462,UHGG,MGYG000000934,1650668,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,73.49,4.11
1463,UHGG,MGYG000000935,1747376,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UMGS1532,s__UMGS1532 sp900552605,79.22,1.34
1464,UHGG,MGYG000000936,2104086,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900544235,98.19,3.09
1465,UHGG,MGYG000000937,2265948,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UMGS403,s__UMGS403 sp900541975,95.75,0.13
1466,UHGG,MGYG000000938,2716766,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UBA5446,s__UBA5446 sp900546485,94.07,1.14
1467,UHGG,MGYG000000939,1952721,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__CAG-138,g__UMGS1241,s__UMGS1241 sp900540495,96.61,0.03
1468,UHGG,MGYG000000940,1957495,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900548935,94.42,2.22
1469,UHGG,MGYG000000941,2489616,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-1031,s__CAG-1031 sp000431215,98.49,0
1470,UHGG,MGYG000000942,1713288,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__CAG-314,g__UMGS692,s__UMGS692 sp900544545,91.53,0
1471,UHGG,MGYG000000943,1209559,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__Eubacterium_R sp900555015,63.76,0
1472,UHGG,MGYG000000944,1785315,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAG-1427,s__CAG-1427 sp900538545,98.85,0
1473,UHGG,MGYG000000945,1468207,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-245,s__CAG-245 sp900552135,77.67,0.67
1474,UHGG,MGYG000000946,1127007,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella aerofaciens_F,72.58,0
1475,UHGG,MGYG000000947,1628537,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900553935,77.99,2.02
1476,UHGG,MGYG000000948,1605952,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__TANB77,f__CAG-508,g__UMGS1994,s__UMGS1994 sp900553945,76.67,1.7
1477,UHGG,MGYG000000949,1666180,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900551195,81.05,0.81
1478,UHGG,MGYG000000950,1578561,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp900553125,73.65,0.67
1479,UHGG,MGYG000000951,3022567,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__GCA-900066495,s__GCA-900066495 sp900545985,93.13,0.7
1480,UHGG,MGYG000000952,1290735,d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,g__UBA4855,s__UBA4855 sp900540365,96.63,0
1481,UHGG,MGYG000000953,1995240,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp900549465,93.26,3.37
1482,UHGG,MGYG000000955,1478705,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900557505,64.14,2.58
1483,UHGG,MGYG000000956,2507716,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__Barnesiella,s__Barnesiella sp900538705,99.25,0
1484,UHGG,MGYG000000958,1304133,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-1000,g__CAG-776,s__CAG-776 sp000438195,92.7,3.37
1485,UHGG,MGYG000000959,2365658,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus,s__,97.76,0.67
1486,UHGG,MGYG000000960,778564,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__UBA1242,g__UBA11517,s__UBA11517 sp900555365,62.79,0.11
1487,UHGG,MGYG000000962,1002062,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rs-D84,f__Rs-D84,g__Rs-D84,s__Rs-D84 sp900546185,88.91,0
1488,UHGG,MGYG000000963,1599597,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__CAG-617,s__CAG-617 sp900553285,73.94,0.66
1489,UHGG,MGYG000000964,3100012,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola salanitronis,96.65,0
1490,UHGG,MGYG000000965,1808621,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__CAG-138,g__PeH17,s__PeH17 sp900542285,97.55,0.81
1491,UHGG,MGYG000000966,2907985,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A sp900553515,89.02,3.8
1492,UHGG,MGYG000000967,1698990,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__CAG-274,g__UMGS1441,s__UMGS1441 sp900543365,93.02,0
1493,UHGG,MGYG000000969,2650866,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_I,s__Eubacterium_I sp900546495,95.55,1.44
1494,UHGG,MGYG000000970,1325935,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__CAG-552,g__UMGS1880,s__UMGS1880 sp900555875,68.8,1.9
1495,UHGG,MGYG000000971,3501016,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Victivallales,f__Victivallaceae,g__UMGS1518,s__UMGS1518 sp900552575,83.08,2.03
1496,UHGG,MGYG000000972,1119698,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UMGS1491,s__UMGS1491 sp900552265,73.91,0
1497,UHGG,MGYG000000973,2116765,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__CAG-312,g__UMGS1490,s__UMGS1490 sp900552245,89.19,3.04
1498,UHGG,MGYG000000974,1617589,d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,g__UBA4855,s__UBA4855 sp900540395,96.63,0
1499,UHGG,MGYG000000975,1556359,d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,g__UBA4855,s__UBA4855 sp900545015,96.63,1.12
1500,UHGG,MGYG000000976,1832180,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-492,s__CAG-492 sp900557195,76.61,4.7
1501,UHGG,MGYG000000977,2927434,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium sp900539375,99.98,0.4
1502,UHGG,MGYG000000979,1969889,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900541285,95.88,0
1503,UHGG,MGYG000000980,1953909,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAG-1427,s__CAG-1427 sp000435475,99.19,0.12
1504,UHGG,MGYG000000982,1595406,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-354,s__CAG-354 sp900552655,78.68,1.23
1505,UHGG,MGYG000000984,1868237,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900541175,90.92,1.61
1506,UHGG,MGYG000000985,1906572,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900540095,97.04,0
1507,UHGG,MGYG000000987,2681460,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea,s__Dorea sp900553355,92.53,4.48
1508,UHGG,MGYG000000989,3436851,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Cellulosilyticaceae,g__Niameybacter,s__Niameybacter sp900549765,96.42,3.02
1509,UHGG,MGYG000000990,2534213,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia sp900539145,99.36,0.16
1510,UHGG,MGYG000000991,3278188,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UMGS680,s__UMGS680 sp900544525,94.97,0.67
1511,UHGG,MGYG000000992,1558058,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA737,s__UBA737 sp900547445,91.95,1.01
1512,UHGG,MGYG000000993,1983283,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Haemophilus_D,s__,99.66,0
1513,UHGG,MGYG000000994,1548184,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister sp900541485,95.48,0
1514,UHGG,MGYG000000995,2084286,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,100,0.81
1515,UHGG,MGYG000000996,1986576,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900547345,97.02,2.02
1516,UHGG,MGYG000000997,2319952,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__Roseburia sp900548205,85.74,0.46
1517,UHGG,MGYG000000998,635891,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__TM7x,s__TM7x sp900556885,57.26,0.85
1518,UHGG,MGYG000001000,2124642,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Monoglobales_A,f__UBA1381,g__UBA4716,s__UBA4716 sp900556575,59.49,0.67
1519,UHGG,MGYG000001001,3195691,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900540375,97.64,0.34
1520,UHGG,MGYG000001002,2120274,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900544645,100,0.81
1521,UHGG,MGYG000001003,2034771,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900543845,96.43,0.81
1522,UHGG,MGYG000001004,2903340,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-56,s__CAG-56 sp900539525,98.73,0.16
1523,UHGG,MGYG000001005,2260829,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalimonas,s__Faecalimonas sp900550235,83.62,0.79
1524,UHGG,MGYG000001008,3113530,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Longicatena,s__Longicatena sp900552125,99.06,4.92
1525,UHGG,MGYG000001009,1616783,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,64.66,1.08
1526,UHGG,MGYG000001010,2093768,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella sp900538355,100,0
1527,UHGG,MGYG000001011,999989,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Helcococcaceae,g__Anaerococcus,s__Anaerococcus sp900551095,76.83,0
1528,UHGG,MGYG000001012,2045709,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas sp900539155,99.03,0.31
1529,UHGG,MGYG000001013,1653935,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Ezakiellaceae,g__Ezakiella,s__Ezakiella sp900540185,96.74,0
1530,UHGG,MGYG000001014,1848217,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Varibaculum,s__Varibaculum timonense,89.42,3.48
1531,UHGG,MGYG000001015,1427844,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger sp900556255,58.04,0
1532,UHGG,MGYG000001016,2558639,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__UBA1212,f__UBA1255,g__UMGS1537,s__UMGS1537 sp900543695,96.15,0.7
1533,UHGG,MGYG000001017,1758548,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Lactococcus,s__Lactococcus garvieae_B,92.93,0
1534,UHGG,MGYG000001018,2841260,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__,91.4,0.84
1535,UHGG,MGYG000001019,1980681,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,97.58,2.42
1536,UHGG,MGYG000001020,1406978,d__Bacteria,p__Firmicutes_B,c__Dehalobacteriia,o__UBA7702,f__UBA7702,g__UBA7702,s__,64.82,2.34
1537,UHGG,MGYG000001022,1892407,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,95.3,1.08
1538,UHGG,MGYG000001023,2414891,d__Bacteria,p__Firmicutes_B,c__Peptococcia,o__Peptococcales,f__Peptococcaceae,g__UMGS1590,s__UMGS1590 sp900552455,81.3,0.64
1539,UHGG,MGYG000001024,2614111,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Monoglobales_A,f__,g__,s__,95.3,0
1540,UHGG,MGYG000001025,1331709,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,84.59,0
1541,UHGG,MGYG000001026,1862227,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAG-1427,s__CAG-1427 sp900555755,99.19,2.42
1542,UHGG,MGYG000001027,2760146,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-56,s__,93.67,0.16
1543,UHGG,MGYG000001028,1729829,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UBA1777,s__,72.34,3.27
1544,UHGG,MGYG000001029,1961725,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-217,s__CAG-217 sp000436335,97.99,0
1545,UHGG,MGYG000001030,3359263,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,94.4,0.94
1546,UHGG,MGYG000001031,1736770,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp900556945,74.1,3.19
1547,UHGG,MGYG000001032,1474174,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_G,s__,67.25,1.34
1548,UHGG,MGYG000001033,2187204,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__UBA1390,g__UBA1390,s__,82.49,2.97
1549,UHGG,MGYG000001034,3004037,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900554695,97.47,0
1550,UHGG,MGYG000001035,3564571,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E putida_P,67.46,2.03
1551,UHGG,MGYG000001036,3018511,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-1031,s__,84.59,1.57
1552,UHGG,MGYG000001037,1935424,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__DTU089_A,s__DTU089_A sp002440045,89.95,0.24
1553,UHGG,MGYG000001039,3066315,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola sp900553185,82.26,0.75
1554,UHGG,MGYG000001040,2860396,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900554045,98.15,0.46
1555,UHGG,MGYG000001041,1034312,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-822,g__UMGS1648,s__UMGS1648 sp900553765,85.96,1.12
1556,UHGG,MGYG000001042,3438278,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp000436595,97.77,0
1557,UHGG,MGYG000001043,1039027,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-611,g__CAG-877,s__,85.58,2.25
1558,UHGG,MGYG000001044,1440385,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__,96.7,0
1559,UHGG,MGYG000001045,5511723,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster sp005845215,97.41,0
1560,UHGG,MGYG000001046,1859156,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-103,s__CAG-103 sp004556965,90.88,1.01
1561,UHGG,MGYG000001048,1211990,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-611,g__UBA7057,s__,78.46,1.17
1562,UHGG,MGYG000001049,2008199,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UBA1777,s__,83.88,0.84
1563,UHGG,MGYG000001050,1065888,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__UBA1242,g__UBA11490,s__UBA11490 sp003524095,80.09,0.81
1564,UHGG,MGYG000001053,1520294,d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-631,g__CAG-631,s__,97.75,0
1565,UHGG,MGYG000001054,2025835,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Succinivibrio,s__Succinivibrio sp900555115,94.71,1.18
1566,UHGG,MGYG000001055,2019920,d__Bacteria,p__Cyanobacteria,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__CAG-484,s__CAG-484 sp000431315,89.74,0.85
1567,UHGG,MGYG000001056,3020119,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900556395,97.3,0.17
1568,UHGG,MGYG000001057,2192208,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Negativibacillus,s__Negativibacillus sp000435195,97.32,0.67
1569,UHGG,MGYG000001058,2245359,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA6398,s__UBA6398 sp900550635,87.9,0.93
1570,UHGG,MGYG000001059,2193999,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas_A,s__Porphyromonas_A somerae,98.95,0.71
1571,UHGG,MGYG000001060,2084459,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister sp900343095,98.64,0.02
1572,UHGG,MGYG000001061,1909854,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__,92.74,0.81
1573,UHGG,MGYG000001062,1871556,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAG-1427,s__CAG-1427 sp900556585,97.38,0
1574,UHGG,MGYG000001063,7637037,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Robinsoniella,s__Robinsoniella sp900540475,99.37,0.32
1575,UHGG,MGYG000001064,1854245,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__,84.76,2.99
1576,UHGG,MGYG000001067,1916899,d__Bacteria,p__Firmicutes_B,c__Peptococcia,o__Peptococcales,f__Peptococcaceae,g__UMGS1590,s__UMGS1590 sp900553245,79.72,1.52
1577,UHGG,MGYG000001071,1444895,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Haemophilus_A,s__Haemophilus_A sputorum,78.63,1.14
1578,UHGG,MGYG000001074,2078798,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002251365,65.7,1.47
1579,UHGG,MGYG000001075,1052362,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Granulicatella,s__,62.18,0.82
1580,UHGG,MGYG000001076,3627630,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-411,s__CAG-411 sp000437275,96.64,0.69
1581,UHGG,MGYG000001079,1324289,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_B,s__Campylobacter_B sp900539505,63.15,2.14
